Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
JCP,"J.C. Penney Company, Inc. Holding Company",3.29,1022338666,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/jcp
SJM,J.M. Smucker Company (The),114.19,12970227758,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/sjm
JBL,Jabil Inc.,29.22,5161511411,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/jbl
JEC,Jacobs Engineering Group Inc.,58.63,7054075251,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/jec
JAG,Jagged Peak Energy Inc.,14.6,3108787563,n/a,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jag
JHX,James Hardie Industries plc.,16.01,7064799125,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/jhx
JHG,Janus Henderson Group plc,36.63,7340876835,n/a,2017,Finance,Investment Managers,http://www.nasdaq.com/symbol/jhg
JOF,Japan Smaller Capitalization Fund Inc,12.84,363807186.1,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/jof
JBGS,JBG SMITH Properties,32.49,3832426406,n/a,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jbgs
JELD,"JELD-WEN Holding, Inc.",36.79,3878186321,n/a,2017,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/jeld
JCAP,"Jernigan Capital, Inc.",20.15,287580135.1,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/jcap
JT,Jianpu Technology Inc.,7.2,1211774868,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,27.17,884288894.1,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/jks
JMP,JMP Group LLC,5.6,117344208.8,n/a,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
JMPB,JMP Group LLC,25.4109,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpb
JMPC,JMP Group LLC,25.3917,0,n/a,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmpc
JBT,John Bean Technologies Corporation,112.35,3546636713,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/jbt
BTO,John Hancock Financial Opportunities Fund,35.7,665301987,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/bto
HEQ,John Hancock Hedged Equity & Income Fund,17.1,208699839.9,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/heq
JHS,John Hancock Income Securities Trust,14.72,171437731.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhs
JHI,John Hancock Investors Trust,17.46,152024656.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jhi
HPF,John Hancock Pfd Income Fund II,21.2799,452572316.1,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpf
HPI,John Hancock Preferred Income Fund,21.3,553869310.2,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/hpi
HPS,John Hancock Preferred Income Fund III,18.22,575332666.7,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/hps
PDT,John Hancock Premium Dividend Fund,16.72,807534534.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pdt
HTD,John Hancock Tax Advantaged Dividend Income Fund,25.44,900193407.8,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/htd
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,8.48,93472462.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hty
JW.A,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.a
JW.B,"John Wiley & Sons, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jw.b
JNJ,Johnson & Johnson,138,3.7074E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnj
JCI,Johnson Controls International plc,36.39,33769920000,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jci
JONE,"Jones Energy, Inc.",1.08,105918373.4,n/a,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/jone
JLL,Jones Lang LaSalle Incorporated,150.87,6844432691,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/jll
JMEI,Jumei International Holding Limited,2.87,429657040.8,n/a,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jmei
JNPR,"Juniper Networks, Inc.",26.3,9860614369,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,23.17,748084785.3,n/a,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",4.53,665242010.7,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",24.9608,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/je^a
LRN,K12 Inc,15.69,648511224.1,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,102.4,1127149670,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",3.7,290980235.9,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,56.88,1582127040,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,102.67,10630772233,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,27.11,0,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,20.98,2034149846,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",47.7,6452135873,n/a,2009,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kar
KED,Kayne Anderson Energy Development Company,15,161389185,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",9.51,348718671.3,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",12.64,278511908.8,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,14.88,1704886639,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,25.5063,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,52,20852179608,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/kb
KBH,KB Home,28.91,2765345663,n/a,1986,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",18.51,2592873563,n/a,2006,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",25.391,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kap
FRAC,"Keane Group, Inc.",14.59,1631616858,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/frac
K,Kellogg Company,65.36,22580088352,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,15.68,884063017.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,26.27,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,67,3447241053,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,43.78,3548288138,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,18.95,2869881708,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/kw
KWN.CL,Kennedy-Wilson Holdings Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kwn.cl
KEN,Kenon Holdings Ltd.,17.6,945466139.2,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ken
KEG,"Key Energy Services, Inc.",10.14,203914233.9,n/a,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/keg
KEY,KeyCorp,18.31,19690567683,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/key
KEY^I,KeyCorp,29.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/key^i
KEYS,Keysight Technologies Inc.,43.62,8113638033,n/a,2014,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,74.13,7293076637,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,17,280666583,n/a,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,114.32,40212893964,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,19.35,8236393464,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,25.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,25.237,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,24.87,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kim^l
KMI,"Kinder Morgan, Inc.",17.01,37987405154,n/a,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/kmi
KMI^A,"Kinder Morgan, Inc.",35.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmi^a
KND,"Kindred Healthcare, Inc.",7.6,660687699.2,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/knd
KFS,"Kingsway Financial Services, Inc.",5.5,130134702.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,4.33,5399482665,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,62.6,3737032200,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,14.12,2930278543,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,19.25,1609185809,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/krg
KKR,KKR & Co. L.P.,19.56,9341316085,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. L.P.,27.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. L.P.,27.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kkr^b
KFN^,KKR Financial Holdings LLC,25.4337,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kfn^
KIO,KKR Income Opportunities Fund,15.89,242405700,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,20.27,1088203869,n/a,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/kref
KMG,"KMG Chemicals, Inc.",52.1,800550156.6,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kmg
KNX,"Knight Transportation, Inc.",38.94,6928735942,n/a,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",20.94,1033386403,n/a,2004,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,20.25,601305403.5,n/a,2013,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,16.09,1439548020,n/a,2014,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,43.72,7370311654,n/a,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,38.89,36434524290,n/a,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/phg
KOP,Koppers Holdings Inc.,47.25,980223032.3,n/a,2006,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,17.35,22276153472,n/a,1994,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",44,256180892,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kf
KFY,Korn/Ferry International,42.82,2419008379,n/a,1999,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,7.91,3079800929,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/kos
KRA,Kraton Corporation,47.26,1479054678,n/a,2009,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kra
KR,Kroger Company (The),23.41,20823714117,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,27.58,3196579863,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kro
KT,KT Corporation,14.31,7011088423,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/kt
KYO,Kyocera Corporation,71.5,26291229822,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/kyo
LB,"L Brands, Inc.",50.48,14328569048,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),8.5,59479464,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/scx
LLL,"L3 Technologies, Inc.",184.39,14408631039,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lll
LQ,La Quinta Holdings Inc.,17.09,2007297986,n/a,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lq
LH,Laboratory Corporation of America Holdings,150.36,15306648000,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,13.71,1518354724,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ladr
LW,"Lamb Weston Holdings, Inc.",53.21,7779140135,n/a,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,23.95,902134493.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",9.93,2408149473,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,66.5,52566920665,n/a,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/lvs
LHO,LaSalle Hotel Properties,28.18,3190871560,n/a,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
LHO^I,LaSalle Hotel Properties,25.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^i
LHO^J,LaSalle Hotel Properties,25.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lho^j
LTM,LATAM Airlines Group S.A.,14.48,8780783395,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ltm
LDF,"Latin American Discovery Fund, Inc. (The)",11.37,76401238.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ldf
LGI,Lazard Global Total Return and Income Fund,16.9,162328505.3,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,46.1,5529484507,n/a,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",11.06,76094823.98,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,27.75,1338660139,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,118.45,2954187182,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lcii
LFGR,Leaf Group Ltd.,7.5,156305655,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/lfgr
LEA,Lear Corporation,174.88,11815020812,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2.35,133285859.5,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/lee
LGC.U,Legacy Acquisition Corp.,n/a,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/lgc.u
BWG,Legg Mason BW Global Income Opportunities Fund Inc.,12.78,268249580.1,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/bwg
LM,"Legg Mason, Inc.",37.82,3477076326,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.98,0,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",25.24,0,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",46.45,6122918137,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,24.9504,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,32.8133,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,32.95,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,13.14,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",61.09,9241845481,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.72,233514014.6,n/a,2014,Finance,Real Estate,http://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,4.3,1783939865,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,58.89,14131568884,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,0,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",194.25,8114568420,n/a,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lii
LUK,Leucadia National Corporation,25.13,8953142199,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/luk
LXP,Lexington Realty Trust,10.56,2541286915,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,51.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",13.74,9832775436,n/a,2004,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,5.97,1138247370,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",5.16,137778181.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asg
LPT,Liberty Property Trust,44.36,6539463057,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",88.68,4126884488,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",1.89,130154063.8,n/a,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,74.28,16254649986,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lnc.ws
LNN,Lindsay Corporation,88.15,942943635.3,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,43.38,9618734160,n/a,2016,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ln
LGF.A,Lions Gate Entertainment Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",112.72,2813284697,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/lad
LYV,"Live Nation Entertainment, Inc.",45.34,9376308645,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/lyv
LYG,Lloyds Banking Group Plc,3.56,64008800000,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,13.76,247450620.8,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,309.7,88801575856,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmt
L,Loews Corporation,49.22,16568985301,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad ,22.02,13124503310,n/a,2017,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/loma
LPX,Louisiana-Pacific Corporation,26.75,3875365135,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",80.22,66808192999,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,8.03,228092977.1,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",15.24,531038973.5,n/a,2016,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",46.62,1844789251,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",2.54,74461281.1,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",29.06,827780609.4,n/a,2007,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,13.73,363845000,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lxfr
LXFT,"Luxoft Holding, Inc.",53.2,1792327099,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/lxft
LDL,"Lydall, Inc.",53.95,930199587.9,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,29.08,925361950,n/a,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,103.9,40984423300,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,160.57,24168252479,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MTB.WS,M&T Bank Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb.ws
MTB^,M&T Bank Corporation,1059.59,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1086,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c
